title,project_name,city,locality,bhk,price_formatted,possession_status,amenities,cta_url,area_sqft,bathrooms,furnishing,address,images_url,summary,price
2BHK Apartment in Arkade Prime,Arkade Prime,Mumbai,Chembur,2BHK,₹1.70 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-arkade-prime-ashoknagar-chembur-mumbai-906049,589.43,2.0,UNFURNISHED,"makwana rd, gamdevi, marol, andheri east, mumbai, maharashtra 400059","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900106-3270032d1b3b29a6.jpg""]",,17000000
Office space Apartment in Arkade Prime,Arkade Prime,Mumbai,Chembur,Office space,₹2.10 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-arkade-prime-ashoknagar-chembur-mumbai-906049,710.63,1.0,UNFURNISHED,"makwana rd, gamdevi, marol, andheri east, mumbai, maharashtra 400059","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757411900108-5b7ad0636af0eef0.jpg""]",,21000000
2BHK Apartment in Glory,Glory,Pune,Punawale,2BHK,₹6.70 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-glory-katewasti-punawale-pune-268353,835.0,0.0,UNFURNISHED," kate wasti rd, kate wasti, punawale, pimpri-chinchwad, dattwadi, maharashtra 411033","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263441-db4005e8699b54f5.jpg""]",,67000000
3BHK Apartment in Glory,Glory,Pune,Punawale,3BHK,₹8.60 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-glory-katewasti-punawale-pune-268353,1064.0,3.0,UNFURNISHED," kate wasti rd, kate wasti, punawale, pimpri-chinchwad, dattwadi, maharashtra 411033","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263443-efccc3b7b11a9cf6.jpg""]",,86000000
3BHK Apartment in Glory,Glory,Pune,Punawale,3BHK,₹9.60 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-glory-katewasti-punawale-pune-268353,1185.0,3.0,UNFURNISHED," kate wasti rd, kate wasti, punawale, pimpri-chinchwad, dattwadi, maharashtra 411033","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757416263445-61ad0a336e5cd7e8.jpg""]",,96000000
1BHK Apartment in Antriksh,Antriksh,Pune,Camp,1BHK,₹56.49 L,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-antriksh-somwarpeth-camp-pune-997560,269.1,1.0,UNFURNISHED,"cts no 391, station rd, opp. zilla parishad, mangalwar peth, somwar peth, pune, maharashtra 411011","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991482-830ba2f79d951b2a.jpg""]",,5649000
2BHK Apartment in Antriksh,Antriksh,Pune,Camp,2BHK,₹1.43 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-antriksh-somwarpeth-camp-pune-997560,685.0,2.0,UNFURNISHED,"cts no 391, station rd, opp. zilla parishad, mangalwar peth, somwar peth, pune, maharashtra 411011","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991494-9ac904a02c4e153c.jpg""]",,14300000
2BHK Apartment in Antriksh,Antriksh,Pune,Camp,2BHK,₹1.89 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-antriksh-somwarpeth-camp-pune-997560,900.0,2.0,UNFURNISHED,"cts no 391, station rd, opp. zilla parishad, mangalwar peth, somwar peth, pune, maharashtra 411011",[],,18900000
3BHK Apartment in Antriksh,Antriksh,Pune,Camp,3BHK,₹2.29 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-antriksh-somwarpeth-camp-pune-997560,1095.0,3.0,UNFURNISHED,"cts no 391, station rd, opp. zilla parishad, mangalwar peth, somwar peth, pune, maharashtra 411011","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757486991505-2373b8e162de669f.jpg""]",,22900000
4.5BHK Apartment in 16 Lakaki,16 Lakaki,Pune,Shivajinagar,4.5BHK,₹5.58 Cr,UNDER_CONSTRUCTION,Key amenities not specified,/project/16-lakaki-modelcolony-shivajinagar-pune-470663,2650.0,4.0,UNFURNISHED,"1102/a/48, lakaki rd, model colony, shivajinagar, pune, maharashtra 411016","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757488967185-54cee65e85919c06.jpg""]",sdfghgvbndfgh,55800000
3BHK Apartment in Dinmanee ,Dinmanee ,Pune,Shivajinagar,3BHK,₹2.54 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-dinmanee--modelcolony-shivajinagar-pune-878430,1065.0,3.0,UNFURNISHED,"dinmanee, squadron leader sureshchandra bhagwat rd, model colony, shivajinagar, pune, maharashtra 411016","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757495874342-f91c6d45130b2367.jpg""]",,25400000
1BHK Apartment in Zoa Building - 2 Wing A,Zoa Building - 2 Wing A,Pune,Mundhwa,1BHK,₹74.99 L,UNDER_CONSTRUCTION,No amenities listed,/project/zoa-building-2-wing-a-keshavnagar-mundhwa-pune-757777,450.0,1.0,UNFURNISHED,"sr.no.36 zoa, keshav nagar,neatr renuka mata temple mundhwa, pune 411036","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751961-e4b9f6b35ff84fc4.jpg""]",,7499000
2BHK Apartment in Zoa Building - 2 Wing A,Zoa Building - 2 Wing A,Pune,Mundhwa,2BHK,₹1.41 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/zoa-building-2-wing-a-keshavnagar-mundhwa-pune-757777,850.0,2.0,UNFURNISHED,"sr.no.36 zoa, keshav nagar,neatr renuka mata temple mundhwa, pune 411036","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757497751962-181b9fb00f69e030.jpg""]",,14100000
2BHK Apartment in Leela by Empyrean Landmarks - Phase 1 & 2,Leela by Empyrean Landmarks - Phase 1 & 2,Pune,Kharadi,2BHK,₹1.36 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/leela-by-empyrean-landmar-thitenagar-kharadi-pune-887385,774.0,2.0,UNFURNISHED,"survey no. 18-19, plot no. p7, river road, thite nagar, kharadi, pune, maharashtra 411014","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882366-5ff9be2083ac3230.jpg""]",,13600000
3BHK Apartment in Leela by Empyrean Landmarks - Phase 1 & 2,Leela by Empyrean Landmarks - Phase 1 & 2,Pune,Kharadi,3BHK,₹1.39 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/leela-by-empyrean-landmar-thitenagar-kharadi-pune-887385,1044.0,3.0,UNFURNISHED,"survey no. 18-19, plot no. p7, river road, thite nagar, kharadi, pune, maharashtra 411014","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757499882368-39d519773fe47182.jpg""]",,13900000
2BHK Apartment in Midori Towers,Midori Towers,Pune,Shivajinagar,2BHK,₹6.68 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/midori-towers-modelcolony-shivajinagar-pune-449745,912.0,2.0,UNFURNISHED,"sai nagar, mamurdi, dehu road, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757502445783-07ddd86f8b94a188.jpg""]",,66800000
2BHK Apartment in Santiago Skytown,Santiago Skytown,Pune,Ravet,2BHK,₹78.43 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/santiago-skytown-vikasnagar-ravet-pune-632333,767.0,2.0,UNFURNISHED,"santiago sky town, mp9r+2jg, ravet rd, vikas nagar, ravet, pimpri-chinchwad, dehu road, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627511-f415324344fe391c.jpg""]",,784300000
2BHK Apartment in Santiago Skytown,Santiago Skytown,Pune,Ravet,2BHK,₹80.37 L,UNDER_CONSTRUCTION,No amenities listed,/project/santiago-skytown-vikasnagar-ravet-pune-632333,786.0,2.0,UNFURNISHED,"santiago sky town, mp9r+2jg, ravet rd, vikas nagar, ravet, pimpri-chinchwad, dehu road, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627515-f85803015d61e3d3.jpg""]",,8037000
3BHK Apartment in Santiago Skytown,Santiago Skytown,Pune,Ravet,3BHK,₹1.39 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/santiago-skytown-vikasnagar-ravet-pune-632333,1017.0,3.0,UNFURNISHED,"santiago sky town, mp9r+2jg, ravet rd, vikas nagar, ravet, pimpri-chinchwad, dehu road, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757508627516-8162911bdda309f0.jpg""]",,13900000
2BHK Apartment in The silver altair ,The silver altair ,Pune,Ravet,2BHK,₹84.09 L,UNDER_CONSTRUCTION,No amenities listed,/project/the-silver-altair--pcmc-ravet-pune-945470,880.0,1.0,UNFURNISHED,"the silver altair project sr.no. 8/1,12/5 near mngl cng station , aundh ravet brts rd, ravet","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935800-7ec66eb73cfad6b5.jpg""]",,8409000
2BHK Apartment in The silver altair ,The silver altair ,Pune,Ravet,2BHK,₹88.85 L,UNDER_CONSTRUCTION,No amenities listed,/project/the-silver-altair--pcmc-ravet-pune-945470,921.0,2.0,UNFURNISHED,"the silver altair project sr.no. 8/1,12/5 near mngl cng station , aundh ravet brts rd, ravet","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935801-4a6e51cf542453de.jpg""]",,8885000
3BHK Apartment in The silver altair ,The silver altair ,Pune,Ravet,3BHK,₹1.10 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/the-silver-altair--pcmc-ravet-pune-945470,1048.0,3.0,UNFURNISHED,"the silver altair project sr.no. 8/1,12/5 near mngl cng station , aundh ravet brts rd, ravet","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757509935802-e9fd330d696b020e.jpg""]",,11000000
1BHK Apartment in Ashwini,Ashwini,Mumbai,Chembur,1BHK,₹1.11 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-ashwini-ashoknagar-chembur-mumbai-675058,123.0,1.0,UNFURNISHED,mumbai chembur,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1756971672464-1e5179453b5df91d.jpg""]",,11111111
2BHK Apartment in Ashwini,Ashwini,Mumbai,Chembur,2BHK,₹2.22 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/luxury-ashwini-ashoknagar-chembur-mumbai-675058,456.0,0.0,UNFURNISHED,mumbai chembur,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1756971672464-7c8c73119cb2047b.jpg""]",,22222222
2BHK Apartment in Sonai Clara,Sonai Clara,Pune,Ravet,2BHK,₹79.16 L,UNDER_CONSTRUCTION,No amenities listed,/project/sonai-clara-brtlinkrd-ravet-pune-029297,719.0,2.0,UNFURNISHED,"brt link rd, ravet, pimpri-chinchwad, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025374-6b9222f0e2694408.jpg""]",,7916000
2BHK Apartment in Sonai Clara,Sonai Clara,Pune,Ravet,2BHK,₹76.24 L,UNDER_CONSTRUCTION,No amenities listed,/project/sonai-clara-brtlinkrd-ravet-pune-029297,714.0,2.0,UNFURNISHED,"brt link rd, ravet, pimpri-chinchwad, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025375-b7d209814ec2b899.jpg"",""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757573877398-e4d685da0a0dfae1.jpg""]",,7624000
3BHK Apartment in Sonai Clara,Sonai Clara,Pune,Ravet,3BHK,₹99.00 L,UNDER_CONSTRUCTION,No amenities listed,/project/sonai-clara-brtlinkrd-ravet-pune-029297,954.0,3.0,UNFURNISHED,"brt link rd, ravet, pimpri-chinchwad, maharashtra 412101","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1757507025385-aedb0110dffa5f27.jpg""]",,9900000
3BHK Apartment in Sonai Clara,Sonai Clara,Pune,Ravet,3BHK,₹1.10 Cr,UNDER_CONSTRUCTION,No amenities listed,/project/sonai-clara-brtlinkrd-ravet-pune-029297,973.0,3.0,UNFURNISHED,"brt link rd, ravet, pimpri-chinchwad, maharashtra 412101",[],,11000000
5BHK Apartment in testing,testing,Pune,Shivajinagar,5BHK,₹1.01 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-modelcolony-shivajinagar-pune-301013,9.79,5.0,UNFURNISHED,asdfgh,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174623697-27c4f71a991e078c.jpg""]",sdfghjhgfdfghjgfdfghgfgh,10088000
2BHK Apartment in testing,testing,Pune,Shivajinagar,2BHK,₹98.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-modelcolony-shivajinagar-pune-301013,9.0,2.0,SEMI_FURNISHED,asdfgh,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758174963765-07ee6ee92139cc03.jpeg""]",sdfghjhgfdfghjgfdfghgfgh,980000000
2BHK Apartment in testing,testing,Pune,Shivajinagar,2BHK,₹12.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-modelcolony-shivajinagar-pune-301013,3.0,2.0,UNFURNISHED,asdfgh,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758175122464-0dead4f474b5ccbc.jpg""]",sdfghjhgfdfghjgfdfghgfgh,120000000
4BHK Apartment in TESTING,TESTING,Pune,Camp,4BHK,₹2.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-somwarpeth-camp-pune-281770,12.0,1.0,SEMI_FURNISHED,address,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157413-fd5b7567dbd1a680.png""]",PROJECT SUMMARY,20000000
4.5BHK Apartment in TESTING,TESTING,Pune,Camp,4.5BHK,₹1.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-somwarpeth-camp-pune-281770,122.0,1.0,UNFURNISHED,address,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758450157414-15c5ef82cad99022.jpg""]",PROJECT SUMMARY,10000000
House_Villa Apartment in testing igi,testing igi,Pune,Camp,House_Villa,₹8.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-igi-somwarpeth-camp-pune-541659,8.0,5.0,SEMI_FURNISHED,awsedrftgyhujk,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-b93d0b2a52058cc7.webp""]",aqwsedrftgyhujikozsxdcfvgbhjnkm,80000000
3BHK Apartment in testing igi,testing igi,Pune,Camp,3BHK,₹96.00 Cr,READY_TO_MOVE,Key amenities not specified,/project/testing-igi-somwarpeth-camp-pune-541659,69.0,3.0,UNFURNISHED,awsedrftgyhujk,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758607532944-e10a4f6be6b3cc76.jpg""]",aqwsedrftgyhujikozsxdcfvgbhjnkm,960000000
4BHK Apartment in some project testing,some project testing,Pune,Camp,4BHK,₹3.00 Cr,UNDER_CONSTRUCTION,Key amenities not specified,/project/some-project-testing-somwarpeth-camp-pune-246958,2.0,4.0,UNFURNISHED,address,"[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758620243242-5810bb1b43a5db87.webp""]",project summary,30000000
1BHK Apartment in QUEENS PARK,QUEENS PARK,Mumbai,Chembur,1BHK,₹1.09 Cr,UNDER_CONSTRUCTION,"Good Connectivity, Modern Living, Good Infrastructure",/project/queens-park-subhashnagar-chembur-mumbai-554402,413.23,1.0,UNFURNISHED,"building no 10, subhash nagar redevelopment cluster, subhash nagar, chembur, mumbai, maharashtra 400071","[""https://pub-d28896f69c604ec5aa743cb0397740d9.r2.dev/1758705551546-edea4e482b14fe41.jpg""]","Queens Park by Vaibhavlaxmi builder & developer is a well-designed residential development in Chembur, Mumbai. It provides contemporary features, convenient connectivity, and peaceful living, all supported by the developer's long-standing heritage and adherence to excellence. Situated in a well-developed suburb with the best infrastructure and great connectivity, the project meets the needs of the city life while affording peace and ease of living.",10900000
